Index,demand
0,0.05482772320013317
1,0.02626650105928803
2,0.008163650815259075
3,0.036954290565882994
4,0.06800538810473997
5,0.022519469430884117
6,0.03538083569132785
7,0.12680139089107373
8,0.044877206794167165
9,0.07743139860820518
10,0.029202272696913115
11,0.25149361098193934
12,0.26101345248589647
13,0.03725857582652587
14,0.09711074968810461
15,0.0316770606906226
16,0.1231339248520143
17,0.03644969203598726
18,0.09821437711627957
19,0.041943198828730134
20,0.007968251133496591
21,0.024085305623461055
22,0.09173618130081274
23,0.030928506341750008
24,0.46808412740197103
25,0.10135495381316872
26,0.02591882738561282
27,0.09707803887102226
28,0.0329849025118087
29,0.01687287843466839
30,0.019612292675794094
31,0.027862985364422405
32,0.021132588104541526
33,0.06796027820475488
34,0.2409647105915034
35,0.3937584638280761
36,0.06470242057064823
37,0.05726747502406681
38,0.08433308868990697
39,0.10941508740564282
40,0.013520891391480149
41,0.004666961517772714
42,0.014493477421123386
43,0.05099274054783287
44,0.022707585570719703
45,0.04647768759052409
46,0.06024397266644144
47,0.39522782397160566
48,0.0884546854445912
49,0.08583206473340793
50,0.2740073006974031
51,0.054149981484875244
52,0.023555580986357922
53,0.19856459193961035
54,0.014675501163064151
55,0.053900667309623826
56,0.1021287410171384
57,0.024000860707490614
58,0.026994702370978542
59,0.04636923779860279
60,0.010538837374745445
61,0.08050901426720206
62,0.12631817782780289
63,0.03238699191442347
64,0.026448098445042686
65,0.3668007778403751
66,0.029265541648262595
67,0.0338537919069034
68,0.03420774839271135
69,0.04706421404058902
70,0.022700748875294566
71,0.037636482695455456
72,0.006872470782281344
73,0.07533338891501296
74,0.021413562929515274
75,0.03239150575933384
76,0.04409970050610934
77,0.10375923414157627
78,0.12473730988363954
79,0.03628725128606453
80,0.03182767465639229
81,0.004499453643973042
82,0.012452652315899832
83,0.07909136035691627
84,0.08415202446483093
85,0.027750151180479937
86,0.1098437249502402
87,0.3710406655575768
88,0.07240339748734746
89,0.02042069642659178
90,0.01818021044968842
91,0.034349918384411954
92,0.09241917620098206
93,0.09036040123618412
94,0.16589607111794918
95,0.02160551020042717
96,0.039467113922174
97,0.025628877876053953
98,0.010438750915345582
99,0.007875244418338508
100,0.028962197083585245
101,0.028079442648147435
102,0.027803046376533816
103,0.13377112234212413
104,0.04588586934142985
105,0.024251890536012892
106,0.024147071985612004
107,0.088750097015601
108,0.4275803912160811
109,0.02755719523655853
110,0.023905348411366188
111,0.024176804439755843
112,0.03334787455601784
113,0.04368113840292437
114,0.020288969254071868
115,0.09389181455040123
116,0.142919777697389
117,0.08797851500787976
118,0.06816688958854342
119,0.04213470900887713
120,0.01444729680421121
121,0.023990464413494474
122,0.02166830039634455
123,0.032048916972539775
124,0.007581370645945442
125,0.04230799930553844
126,0.04779632029826128
127,0.23275360747701934
128,0.027303276996001977
129,0.05602516741368543
130,0.04143573791944219
131,0.01757548569724515
132,0.019278673910678945
133,0.02371992211417046
134,0.046670135306701416
135,0.027469118183736804
136,0.08226643427732738
137,0.14546068461190517
138,0.26224115401990594
139,0.04533105940768191
140,0.037777858185302125
141,0.08304848491054848
142,0.04325008651206765
143,0.013052543070736392
144,0.060708632290972814
145,0.01907072623109826
146,0.01696192790879155
147,0.021369696207064654
148,0.10783537498290374
149,0.03374593273567003
150,0.017620011794075695
151,0.025528766208093693
152,0.061370038923048834
153,0.07378739961546285
154,0.150090562376822
155,0.11917764017130525
156,0.2379324060934325
157,0.0721753353205708
158,0.06570650340083993
159,0.021464372617001647
160,0.04887128299524722
161,0.047012717989258004
162,0.06835469199140876
163,0.041092828127450805
164,0.6403160180281943
165,0.12768273550000916
166,0.021380738428689657
167,0.11569834791171968
168,0.05367676531538299
169,0.04819168477919295
170,0.02324171160231993
171,0.017191386470044555
172,0.012261122684258226
173,0.03728991282062637
174,0.018130671662134043
175,0.020956077006949642
176,0.06384638769051543
177,0.03492106512793512
178,0.08370215569629133
179,0.0664233017163556
180,0.13026702938428297
181,0.2431523514345802
182,0.3350778746269975
183,0.07888732482478358
184,0.03396373563713927
185,0.07661224876839158
186,0.020692404487448652
187,0.04127965607735744
188,0.00668612622318983
189,0.05973631380326745
190,0.055138954834373075
191,0.13019758940801363
192,0.05334675756943071
193,0.09013809599737987
194,0.043215110052953594
195,0.07627451973829427
196,0.016043895061084678
197,0.02302509374267959
198,0.09770988774748315
199,0.02959824181640441
200,0.04546447087621802
201,0.033317210635131725
202,0.0067095753221853086
203,0.019679046945413926
204,0.029726148028661407
205,0.057107921160427594
206,0.08516654726888799
207,0.14078442764238644
208,0.13181190694161035
209,0.17233117192683703
210,0.11926856337926606
211,0.09709455340146018
212,0.007756906628508685
213,0.09767226127549028
214,0.05611223468062373
215,0.00940346595965596
216,0.04031196421012447
217,0.10319536221668875
218,0.02967427116186467
219,0.022788070183254926
220,0.05247206078874405
221,0.03763687046159614
222,0.01685505323571247
223,0.043869945916244
224,0.08335787787522195
225,0.03902154565881482
226,0.06674170417994203
227,0.021081766993529354
228,0.02515483376577362
229,0.055378316890886924
230,0.03531269759871315
231,0.03151824481293135
232,0.07476043606674572
233,0.1510779634269255
234,0.28190222837718903
235,0.13116377189712494
236,0.12935028007277707
237,0.06281678399635046
238,0.07612889473191534
239,0.10405245448884085
240,0.08875018206883846
241,0.07042992079647063
242,0.02238385491715491
243,0.2766413929135061
244,0.06056303384666019
245,0.08888571056234468
246,0.06017581087643586
247,0.07863426485370477
248,0.013062335192173572
249,0.02326463109560917
250,0.007458490067656974
251,0.017619275804345812
252,0.018444051473777114
253,0.05227537717772201
254,0.12322137513929822
255,0.058122474248095087
256,0.051671384969092855
257,0.13710056879173768
258,0.3064749858710088
259,0.09946251079165634
260,0.02004632559273301
261,0.23131228248178767
262,0.06865138372473525
263,0.32483961740086675
264,0.15512372791127294
265,0.08247358500651568
266,0.012988803368036598
267,0.0572228738221209
268,0.025464692037844017
269,0.09384572065755367
270,0.2385371874990136
271,0.06721792153958397
272,0.3165913084273212
273,0.08419241354707556
274,0.07501837117845866
275,0.01403280995867755
276,0.020225626119256768
277,0.053427488360620216
278,0.06576920527286274
279,0.02289019555276346
280,0.1454697166623676
281,0.2563101954090443
282,0.12412531181226753
283,0.08136703381447818
284,0.038614190779425926
285,0.11421730400513116
286,0.18910414662015435
287,0.24393470711456827
288,0.07137591914540659
289,0.06151007186326083
290,0.02105802196154438
291,0.05805881545390221
292,0.45780936297939706
293,0.03665018150067782
294,0.06582002637957007
295,0.2718102154721156
296,0.26111539040393256
297,0.008590831132864019
298,0.011227384082309937
299,0.0355242387705283
300,0.06442798473007871
301,0.13826469626322452
302,0.2354072079447627
303,0.12350258364595515
304,0.11582270899153185
305,0.2851862790679303
306,0.24615604750101716
307,0.14520072428094818
