Index,demand
0,0.09214148310526016
1,0.017118363090363613
2,0.010036103040346977
3,0.047359514404290315
4,0.05497306055363957
5,0.008257311074535104
6,0.06985055077578788
7,0.14073469581401984
8,0.03536188150344614
9,0.06826599155339295
10,0.022696935623519755
11,0.253042890176872
12,0.2271040054845334
13,0.09014121252300794
14,0.152449518962493
15,0.09707130543269567
16,0.15675011967614233
17,0.03619217049560985
18,0.10604937815462501
19,0.04071331830102704
20,0.008287384011004682
21,0.020894291978348103
22,0.08619037157375625
23,0.0628533437043949
24,0.4291037946511089
25,0.08745856890637814
26,0.021873004898434308
27,0.10119612284299995
28,0.011473075933794884
29,0.008210125252772345
30,0.022836038883366223
31,0.013213474345661376
32,0.038927508859854874
33,0.06905630299108867
34,0.2409270940647905
35,0.42113002438122543
36,0.0343770349891737
37,0.047519078052800076
38,0.08625025986560045
39,0.14404708716183695
40,0.011754967568548748
41,0.008944860202489338
42,0.014173758020467072
43,0.053753357720103104
44,0.030125300549219875
45,0.06367983661048328
46,0.0690378980369894
47,0.4059201303789224
48,0.08064760620429637
49,0.06440722162629192
50,0.2803833944436991
51,0.043642300573071655
52,0.01667303969406394
53,0.19987980566317023
54,0.007949482408196734
55,0.04353988194077742
56,0.1242576523365114
57,0.025847790770560625
58,0.03348670520090764
59,0.03980769492235434
60,0.013921898527191424
61,0.07656448819144165
62,0.10683525805042043
63,0.037508531165052934
64,0.017798618793178726
65,0.40188565568729906
66,0.023906627981438937
67,0.03591685974989505
68,0.0372565110643089
69,0.06333856478775293
70,0.03687169848829289
71,0.050448993496730224
72,0.006063985658023218
73,0.04758683571731498
74,0.05733314823612478
75,0.02520828486362855
76,0.04171602190630499
77,0.13024021369026842
78,0.14900511076486198
79,0.07357798407780372
80,0.021125826057641496
81,0.010836339926816613
82,0.06530164582249365
83,0.06137574975213977
84,0.11465985512730721
85,0.02981879407943034
86,0.12813761022567896
87,0.39739001115021577
88,0.07316550607677673
89,0.021865886051596166
90,0.01293563952580647
91,0.05340736370902172
92,0.0656355802395438
93,0.08995804281705229
94,0.1639177936359299
95,0.02295360348956244
96,0.021343344959716327
97,0.02181809238588713
98,0.017801767374983207
99,0.0156989533558952
100,0.03956365212798532
101,0.02887273589769989
102,0.027708108611099222
103,0.13079996212958073
104,0.05868520841232054
105,0.018781479395862714
106,0.01599486586364147
107,0.07581485509876927
108,0.45139978573503436
109,0.03694009292242953
110,0.02124425327806214
111,0.021238219701459362
112,0.028298717683312033
113,0.043357416659412944
114,0.018856740119805364
115,0.11916042788742062
116,0.16219216766223177
117,0.11344483024379218
118,0.10575826696570054
119,0.048085380117459234
120,0.009929215032078598
121,0.02339192643859982
122,0.034931330500726596
123,0.03833475311679959
124,0.0058671425293081395
125,0.021446088834962053
126,0.04161509198446691
127,0.2188749718762159
128,0.02466211357457784
129,0.04554479536922841
130,0.024185963572149156
131,0.01708682281600269
132,0.01559912759877884
133,0.024710293737433536
134,0.035625135689326175
135,0.0178468641990232
136,0.08845256289829241
137,0.12037557681021994
138,0.23485259187925933
139,0.05085919597173993
140,0.06366470436436851
141,0.08309581775555716
142,0.061051171039115434
143,0.019451333353388833
144,0.10048799554566124
145,0.007350814101991406
146,0.01051927097483745
147,0.0340878276891175
148,0.11759174629854527
149,0.022086890941375607
150,0.012934822187881386
151,0.028706872780372143
152,0.05557650756113771
153,0.0680924804358451
154,0.09681873215697309
155,0.08751264005603177
156,0.21789645679140915
157,0.04520192579379778
158,0.04722284727288543
159,0.014827179610087143
160,0.049482280616308695
161,0.062483332726017596
162,0.060710939520756305
163,0.03251342521336457
164,0.46617578283651767
165,0.14622074711701188
166,0.026921323522981558
167,0.12515814508568882
168,0.06627373547295279
169,0.0406941278645353
170,0.029690522072631013
171,0.019089238060490676
172,0.011038285929489144
173,0.04813073056191779
174,0.01671682654393595
175,0.02161086173345968
176,0.05789486321905074
177,0.039694530934672095
178,0.07052353286965556
179,0.04301159561710739
180,0.09839868672580343
181,0.23367116464688747
182,0.3655999917593564
183,0.059735288939179315
184,0.008983955019486303
185,0.047431213978406286
186,0.020421934739161183
187,0.055787592937231685
188,0.01620345923628987
189,0.05754174910628007
190,0.03732168537896838
191,0.14842098140791957
192,0.05015550111251943
193,0.08434652914273738
194,0.043747490628989416
195,0.06661586903396567
196,0.023304653133088514
197,0.020408065716582796
198,0.11086724435187242
199,0.04213622835396193
200,0.07549433500165538
201,0.043274391326149644
202,0.016633025055383915
203,0.02154874494530232
204,0.03314811477026584
205,0.03452640917590257
206,0.06597841782454313
207,0.10737009681109691
208,0.08738024351468182
209,0.13924787357869006
210,0.06969333979500765
211,0.10041611255999208
212,0.01321710612299432
213,0.07482146824894946
214,0.04792367434879431
215,0.016818649246440262
216,0.032037992671585414
217,0.10035265797360313
218,0.050953115122046
219,0.02966892987192038
220,0.04526072877774717
221,0.021398046994352587
222,0.02127083560426555
223,0.06296564299232198
224,0.11754230947334116
225,0.03170860855936119
226,0.08623210927568081
227,0.011682775861427967
